address,availability,bathroom,bedrooms,date_listed,date_update,furnished,gender,link,parking,pet,price,smoking,text,title,type_,user,views
151-153 Huntingdale rd,03/11/2019,2 Bathrooms,2 Bedrooms,03/11/2019,03/11/2019,No,,https://www.gumtree.com.au/s-ad/ashwood/property-for-rent/apartment-for-rent-in-ashwood/1232529494,Covered,,$505,,"Apartment for rent in Ashwood, 151-153 Huntington Rd, (Two rooms two bathrooms lounge parking storage balcony in the corner of the building ), * Security system to enter the building ., * The apartment is about 5 minutes away from Deakin Uni by car, and by bus (767) is approximately 10 minutes., * 13 minutes away from Swinburne University, * 15 minutes drive from Hawthorn Institute., * 2 minutes drive to the train station and 9 minutes by walk.,2173 per month, , Text me on ******9564",Apartment for rent in Ashwood,Apartment & Unit,"Mohammed,Gummie since, ,2019","257, , views"
shaftesbury court,,,3 Bedrooms,03/11/2019,03/11/2019,,,https://www.gumtree.com.au/s-ad/keysborough/property-for-rent/looking-for-house-rental/1232532699,,,$300,,"Hi im currently looking for house rental for me and my sister and father. Total 3 person , either 2/3 bedrooms springvale/noble park/ Keysborough area. Kindly contact me if you have any property to rent. Thank you",Looking for house rental,House,"Asmieda,Gummie since, ,2019","324, , views"
Kingsbury VIC,03/11/2019,1 Bathroom,1 Bedroom,03/11/2019,03/11/2019,Yes,,https://www.gumtree.com.au/s-ad/kingsbury/property-for-rent/self-contained-1-bedroom-unit-at-kingsbury/1232533897,Off Street,No,$350,No,Independent & self contained 1 bedroom unit opposite to Latrobe Uni / McDonalds and Tram 86 stop. Rent is $350pw incl utilities and internet. Call/ text to arrange for inspection. Ed (******** 106),Self contained 1 Bedroom unit at Kingsbury,Apartment & Unit,"Ed,Gummie since, ,2011","193, , views"
Doncaster/Templestone,08/11/2019,1 Bathroom,1 Bedroom,03/11/2019,13/11/2019,No,,https://www.gumtree.com.au/s-ad/doncaster/property-for-rent/small-apartment-for-rent/1232534515,Off Street,,$240,Yes,"Templestowe. For rent 1 small apartment double sise room with ensuit and balcony with views no bondsuit 1 working person 240 per week,And 1 self contained room with own facilities 195 per week no bond,pls call ******8940",Small apartment for rent,,"Theodore,Gummie since, ,2017","355, , views"
"445 Elizabeth Street, Melbourne VIC",01/01/2020,3 Bathrooms,1 Bedroom,04/11/2019,06/11/2019,Yes,,https://www.gumtree.com.au/s-ad/melbourne-cbd/property-for-rent/short-term-leased-apartment-in-cbd-melbourne/1232677127,,No,$170,No,"Hi, I'd like to offer ONE BEDROOM for temporary accommodation starting on January 1st, 2020 until February 15th 2020,Rent fee : AUD 170/ week (including water and electricity),Accommodation type : 5 bedrooms apartment for girls only (individual bedrooms separated from one another),Strategic location in the FREE TRAM ZONE area: 445 Elizabeth Street, Melbourne, CBD,- 5 minutes walk to Queen Victoria Market (QVM) & QVM Tram Stop,- 5 minutes walk to RMIT, Aldi Supermarket,- 15 minutes walk to University of Melbourne,- 10 minutes walk to Melbourne Central Mall & Station & Tram Stop, Coles,- 10 minutes walk to State Library, QV, Woolies, Big W,Facilities inside the bedroom :,- Bed,- Desk and drawers,- Chair,- Cupboard,- Heater,- Mirror,- Window,Facilities outside the bedroom :,- Kitchen (share),- 3 bathrooms & toilets (share),- Washing machine & dryer (share),If you are interested and wanna do inspection, feel free to contact me (,Text/call : *******6546,Thank you :)",Short Term Leased-Apartment in CBD Melbourne,Apartment & Unit,"Fiona,Gummie since, ,2019","552, , views"
Caulfield North VIC 3161,25/11/2019,1 Bathroom,3 Bedrooms,04/11/2019,04/11/2019,,,https://www.gumtree.com.au/s-ad/caulfield-north/property-for-rent/-lease-break-10mins-walk-to-monash-caulfield/1232679891,Covered,,$475,,*Lease Break* Super large bedrooms. Approximate 10 mins walk distance to Monash Uni Caulfield. Estimate vacate date 25/11/2019. I'm moving interstate so all the furniture are negotiable. There are a back yard and a garage. I will also contact the agent and transfer your name to the formal contract. Text me for inspections.,*Lease Break* 10mins walk to Monash Caulfield,Townhouse & Villa,"Patrick,Gummie since, ,2015","263, , views"
"Lansell Crescent, Camberwell VIC",04/11/2019,3 Bathrooms,6 or more Bedrooms,04/11/2019,04/11/2019,Yes,,https://www.gumtree.com.au/s-ad/camberwell/property-for-rent/nice-house-camberwell/1232681799,Off Street,No,"$1,200",No,Very nice house on quiet street. 3 minutes walking to the railway station but can't hear any sounds from the train. 5 minutes walking to the tram. Very convenient location. Looking for long term tenants. $1200 per week.,Nice house Camberwell,House,"Jenny,Gummie since, ,2019","312, , views"
1281 Pascoe Vale Rd,,,,04/11/2019,20 hours ago,,,https://www.gumtree.com.au/s-ad/dallas/property-for-rent/house-for-rent-norlane-geelong/1232683681,,,"$1,300",,Four bedroom house up for rent! Close to local shopping centre and primary schools in the vicinity as well as easy access to the train station. $1400 a month ! Please call ******6095 for details.,HOUSE FOR RENT - NORLANE GEELONG,House,"Lee,Gummie since, ,2017","135, , views"
"Nillumbik Area, VIC",04/11/2019,2 Bathrooms,4 Bedrooms,04/11/2019,04/11/2019,Yes,,https://www.gumtree.com.au/s-ad/nillumbik-area/property-for-rent/house-for-rent/1232687918,LUG,No,$390,No,"House for rent beautiful 4bedroom new house built 1year ago ,in micklehem area close to craigeburn area......if need mores information contact on ******8228",House for rent,House,"vee,Gummie since, ,2012","308, , views"
berwick,,,,05/11/2019,05/11/2019,,,https://www.gumtree.com.au/s-ad/berwick/property-for-rent/room-for-rent/1232780014,,,$500,,Room available for Indian girl for rent in Berwick near bus stop and station. Rent $500/ month. Msg me for details.,Room for Rent,,"gumtree user,Gummie since, ,2015","50, , views"
"Anstey Station, Brunswick VIC",24/11/2019,2 Bathrooms,2 Bedrooms,05/11/2019,11/11/2019,No,,https://www.gumtree.com.au/s-ad/brunswick/property-for-rent/lease-transfer-near-anstey-station-brunswick-/1232782683,LUG,Yes,"$1,957",,"Hi All,,We are looking for lease transfer from Nov 23 in Brunswick near to Sydney road. The apartment is situated at the best location in terms of shopping, party, pubs, public transport. The train station, tram stop and the bus stop is 2 mins walk. The station name is Anstey if you want to browse the surroundings. The rent is $1957 (PCM) per month for two-bedroom, two bathrooms, 1 car parking and 1 storage cage on ground floor. Please message me if anyone is interested. Please note, tenant's profile would be accessed by real estate agent and owner before they finalise. Property is very close to city. (Approx 6 km),PS: Reason of leaving: Moving into our new home. Our lease is expiring on 23rd December 2019 and from there onwards lease will be as per your new lease agreement.",Lease Transfer near Anstey Station ( Brunswick ),Apartment & Unit,"Rishi,Gummie since, ,2014","303, , views"
Parkville VIC,01/12/2019,1 Bathroom,1 Bedroom,05/11/2019,23/11/2019,No,,https://www.gumtree.com.au/s-ad/parkville/property-for-rent/spacious-one-bedroom-apartment-in-parkville/1232787621,Covered,No,$385,No,"One bedroom apartment in Parkville. With covered parking space, bus stop no. 505, swimming pool, gym and cafe downstairs.,Internal size 52sqm, balcony size 5sqm. Total 57sqm.,390pw, bills not included.,Looking for long term lease. Stable income and reference check is required.,Available on 1 Dec.",Spacious one bedroom apartment in Parkville,Apartment & Unit,"Owen,Gummie since, ,2019","193, , views"
102 Orchard Grove,06/11/2019,1 Bathroom,4 Bedrooms,05/11/2019,05/11/2019,No,,https://www.gumtree.com.au/s-ad/blackburn-south/property-for-rent/room-for-rent/1232778856,,No,$600,No,"One unfurnished room available for rent for pure vegetarian person only. Rent is 600 per month for one person and bills sharing. House is near to-,2mins walk to Bus stop,5mins drive to Deakin University,10mins walk to Woolworths and bus stop,20mins walk to Blackburn Station,5mins drive to 24/7 Coles and Kmart Read less",Room for rent,House,"Harpreet,Gummie since, ,2017","107, , views"
wantirna road wantirna,06/11/2019,,1 Bedroom,06/11/2019,06/11/2019,,,https://www.gumtree.com.au/s-ad/wantirna/property-for-rent/room-available-for-rent/1232794601,Off Street,No,$575,,"Room available on rent wantirna road , wantirna,$575pm ex bills,Positioned conveniently close to Wantirna Mall, Knox Private Hospital, Ringwood Station 4 min drive, Heathmont station 3 min drive, deakin uni 15 minute drive,Westfield Knox shopping centre, eastland shopping centre,Bus stop front of the house toward ringwood station.,Please contact ******0889,Thanks",Room available for rent,House,"ahmad,Gummie since, ,2014","149, , views"
Mickleham VIC,07/11/2019,2 Bathrooms,4 Bedrooms,06/11/2019,06/11/2019,Yes,,https://www.gumtree.com.au/s-ad/mickleham/property-for-rent/house-on-rent/1232855180,Covered,No,$400,No,"This exquisitely designed brand new home was designed for comfort & luxury offering the highest level of style & quality imaginable. The home shows off a light and bright kitchen/meals area with top of the range 900mm S/S appliances inc D/W, ceaser stone bench tops & ample cupboard space leading into the spacious living area. Master bedroom with WIR & ensuite, 3 additional bedrooms with BIR's, fantastic formal lounge, central bathroom with separate toilet and lovely laundry. Topped off with an extensive list of extras including include ducted heating, evaporative cooling, double remote garage with secure & handy internal access, down lights, holland blinds, fly screen doors & windows, WWC, ceramic tiling, ample storage space, high ceilings, x2 low maintenance yards and much more. Bus service starting in December 2019, can catch bus from infront of the house.,A hop, skip & jump to a childcare centre, play ground for the kids, Farmers Market, Community Centre, Cafes & much more. Don't delay. Inspect today.",House On Rent,House,"Gurpreet,Gummie since, ,2015","134, , views"
bunting crescent kalkallo,06/11/2019,1 Bathroom,1 Bedroom,06/11/2019,06/11/2019,Yes,,https://www.gumtree.com.au/s-ad/fawkner/property-for-rent/room-for-rent/1232797998,,,"$1,850",No,"Hi there i am looking for an indian boy/ girl to share an accomodation with us in Donybrook Area it is a fully furnished room to live in with. If someone is interested feel free to call or text,Prabhjeet kaur ******6972",Room for rent,,"Parminder singh,Gummie since, ,2015","120, , views"
Ivanhoe VIC,06/11/2019,1 Bathroom,1 Bedroom,06/11/2019,06/11/2019,Yes,,https://www.gumtree.com.au/s-ad/ivanhoe/property-for-rent/private-room-with-own-bathroom-kitchenette-shared-laundry/1232859368,Street,No,$250,No,"Private room with own bathroom, kitchenette & shared laundry In Ivanhoe for rent. Few minutes to the train station and bus stops, 10 minutes to CBD. $250 per week. Modern design, new kitchen, room partly furnished and bathroom. Prviate access.,Property features:,Semi furnished,Air conditioning,Washing machine,Built in wardrobe,Garden view,Gas stove with oven & grill, fridge, microwave,electricity ,water and gas included,Modern Tiled bathroom,Single female over 40 preferred,if you are interested call or email me. Inspection available at weekends.","Private room with own bathroom, kitchenette & shared laundry",House,"Jila S,Gummie since, ,2019","323, , views"
Yarraville,07/11/2019,2 Bathrooms,3 Bedrooms,06/11/2019,06/11/2019,No,,https://www.gumtree.com.au/s-ad/yarraville/property-for-rent/pet-friendly-3-br-mod-house-in-yarraville-3013/1232864849,Off Street,Yes,$720,Yes,"PET FRIENDLY & INNER SUBURBAN = YOU BEWDY!,Very modern house in funky Yarraville 3013 (Melbourne).,Previous tenants had 2 very much loved dogs and 2 cats.,Very pristine condition.,Close to cafes, schools, railway, bus, and off lead parks for the pooches.,Call Harry ******** 911",PET FRIENDLY! 3 BR Mod House in Yarraville 3013,House,"Harry,Gummie since, ,2019","102, , views"
Clayton South VIC,,,1 Bedroom,06/11/2019,08/11/2019,,,https://www.gumtree.com.au/s-ad/clayton-south/property-for-rent/massive-room-in-house-share-clayton-sth-no-couples/1232865655,,,$195,,Massive room in Clayton south. Sharing with 3 other working professionals. Fully furnished. Please no couples. $195 per week.,Massive room in house share Clayton Sth. No couples,House,"Anna Federico,Gummie since, ,2016","112, , views"
11 Aileron alley cranbourne north,,1 Bathroom,1 Bedroom,06/11/2019,06/11/2019,,,https://www.gumtree.com.au/s-ad/cranbourne-north/property-for-rent/room-for-rent-punjabi-girl-/1232866256,Covered,,$500,,"Hi, we are punjabi couple, One room available for a single girl to share our 3 bedroom beautiful house in cranbourne north. Room is spacious, having big in-built rob. This area is beautiful and less noisy, with extra space for parking on the other side of the road as well. Enviroment in the house is friendly. Please book in for inspection for your satisfaction. . Bus stop 2 minute walk. Rent is $500 for the single girl per month. No couple or two people please. All bills are included.,Please contact me through message for more details.,Taran ******5138",Room for rent ( Punjabi girl),House,"taran,Gummie since, ,2014","120, , views"
